no,time,city,brand,production_year,color,km,body_condition,engine_condition,chassis_condition,insurance_time_to_expire,gearbox,fuel_type,price
165,3/12/2022,Tehran,PEUGEOT 206 Type 2,1388,سفید,110000,سالم و بی خط و خش,سالم,سالم و پلمپ,9,دنده ای,gasoline,140000000
166,3/5/2022,Tehran,PEUGEOT 405 GL CNG,1396,زرد,170000,خط و خش جزیی,سالم,سالم و پلمپ,11,دنده ای,CNG,168000000
167,3/26/2022,Tehran,PEUGEOT 405 GLX CNG,1387,نقره ای,10,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,10,دنده ای,CNG,133000000
168,3/28/2022,Tehran,PEUGEOT 405 GL PLG,1388,نقره ای,420000,دوررنگ,سالم,سالم و پلمپ,10,دنده ای,gasoline,71000000
169,3/19/2022,Tehran,PEUGEOT 405 GLX GAS,1393,نقره ای,149000,خط و خش جزیی,سالم,سالم و پلمپ,2,دنده ای,gasoline,163000000
170,3/5/2022,Tehran,PEUGEOT 405 GLX GAS,1397,نوک مدادی,50000,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,gasoline,225000000
171,3/12/2022,Tehran,PEUGEOT 206 Type 2,1399,سفید,4000,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,gasoline,255000000
172,3/28/2022,Tehran,PEUGEOT ROA HYBRID,1387,سبز,360000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,3,دنده ای,hybrid,80000000
173,3/12/2022,Tehran,PEUGEOT 207i MANUAL,1400,مشکی,10000,سالم و بی خط و خش,سالم,سالم و پلمپ,5,دنده ای,gasoline,340000000
174,3/12/2022,Tehran,PEUGEOT 206 Type 5,1396,سفید,50000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,3,دنده ای,gasoline,230000000
175,3/27/2022,Tehran,PEUGEOT PARS SAL,1398,خاکستری,12000,سالم و بی خط و خش,سالم,سالم و پلمپ,4,دنده ای,gasoline,260000000
176,3/12/2022,Tehran,PEUGEOT 206 Type 2,1400,سفید صدفی,17,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,gasoline,255000000
177,3/27/2022,Tehran,PEUGEOT PARS ELX,1386,دلفینی,200000,صافکاری بی رنگ، در ۲ ناحیه,سالم,سالم و پلمپ,10,دنده ای,gasoline,205000000
178,3/5/2022,Tehran,PEUGEOT 206 SD V8,1399,سفید,17500,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,gasoline,302000000
179,3/26/2022,Tehran,PEUGEOT 405 GLX CNG,1385,نقره ای,460000,دوررنگ,سالم,سالم و پلمپ,5,دنده ای,CNG,89000000
180,3/27/2022,Tehran,PEUGEOT 405 GLi GAS,1383,یشمی,200000,دوررنگ,سالم,سالم و پلمپ,12,دنده ای,gasoline,87000000
181,3/12/2022,Tehran,PEUGEOT PARS SADE,1383,نقره ای,450000,خط و خش جزیی,سالم,سالم و پلمپ,10,دنده ای,gasoline,102000000
182,3/12/2022,Tehran,PEUGEOT 405 GLX GAS,1398,خاکستری,45000,سالم و بی خط و خش,سالم,سالم و پلمپ,9,دنده ای,gasoline,228000000
183,3/19/2022,Tehran,PEUGEOT PARS LX TU5,1398,سفید,17300,سالم و بی خط و خش,سالم,سالم و پلمپ,4,دنده ای,gasoline,295000000
184,4/2/2022,Tehran,PEUGEOT PARS SADE,1394,خاکستری,115500,خط و خش جزیی,سالم,سالم و پلمپ,2,دنده ای,gasoline,208000000
185,3/27/2022,Tehran,PEUGEOT RDI GAS,1384,یشمی,252000,رنگ شدگی در ۲ ناحیه,سالم,سالم و پلمپ,8,دنده ای,gasoline,50000000
186,3/19/2022,Tehran,PEUGEOT 206 Type 2,1398,سفید,3000,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,240000000
187,3/12/2022,Tehran,PEUGEOT 206 Type 2,1396,سفید,52000,سالم و بی خط و خش,سالم,سالم و پلمپ,7,دنده ای,gasoline,223000000
188,3/12/2022,Tehran,PEUGEOT 206 SD V2,1389,نقره ای,90000,خط و خش جزیی,سالم,سالم و پلمپ,8,دنده ای,gasoline,180000000
189,3/19/2022,Tehran,PEUGEOT 207i SD AUTOMATIC,1397,سفید,50000,سالم و بی خط و خش,سالم,سالم و پلمپ,11,اتوماتیک,gasoline,390000000
190,3/12/2022,Tehran,PEUGEOT PARS SADE,1390,سفید,300000,سالم و بی خط و خش,سالم,سالم و پلمپ,11,دنده ای,gasoline,167000000
191,3/12/2022,Tehran,PEUGEOT 207i AUTOMATIC,1397,سفید,91000,رنگ شدگی در ۲ ناحیه,سالم,سالم و پلمپ,10,اتوماتیک,gasoline,355000000
192,3/5/2022,Tehran,PEUGEOT 206 Type 2,1399,سفید,21000,سالم و بی خط و خش,سالم,سالم و پلمپ,5,دنده ای,gasoline,245000000
193,3/28/2022,Tehran,PEUGEOT 207i AUTOMATIC,1396,سفید,92000,سالم و بی خط و خش,سالم,سالم و پلمپ,7,اتوماتیک,gasoline,350000000
194,3/27/2022,Tehran,PEUGEOT 405 GLX GAS,1392,خاکستری,223000,رنگ شدگی در ۲ ناحیه,سالم,سالم و پلمپ,10,دنده ای,gasoline,145000000
195,3/5/2022,Tehran,PEUGEOT 405 STATION WAGON,1379,یشمی,315000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,2,دنده ای,gasoline,70000000
196,3/5/2022,Tehran,PEUGEOT 206 Type 5,1399,سفید,2000,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,325000000
197,3/12/2022,Tehran,PEUGEOT 405 GLX CNG,1395,خاکستری,134000,رنگ شدگی در ۲ ناحیه,سالم,سالم و پلمپ,12,دنده ای,CNG,180000000
198,3/12/2022,Tehran,PEUGEOT 207i AUTOMATIC,1397,مشکی,45000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,5,اتوماتیک,gasoline,384000000
199,3/28/2022,Tehran,PEUGEOT PARS SAL,1398,سفید,61000,سالم و بی خط و خش,سالم,سالم و پلمپ,11,دنده ای,gasoline,258000000
200,3/12/2022,Tehran,PEUGEOT 405 GLX GAS,1387,نقره ای,330000,دوررنگ,سالم,سالم و پلمپ,4,دنده ای,gasoline,90000000
201,3/5/2022,Tehran,PEUGEOT 206 SD V8,1396,سفید صدفی,90000,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,gasoline,258000000
202,3/12/2022,Tehran,PEUGEOT 206 Type 5,1394,سفید,126000,سالم و بی خط و خش,سالم,سالم و پلمپ,5,دنده ای,gasoline,212000000
203,3/12/2022,Tehran,PEUGEOT PARS SADE,1391,نوک مدادی,170000,خط و خش جزیی,سالم,سالم و پلمپ,1,دنده ای,gasoline,185000000
204,3/26/2022,Tehran,PEUGEOT 405 GLX GAS,1384,بژ,396066,خط و خش جزیی,سالم,سالم و پلمپ,7,دنده ای,gasoline,76000000
205,4/2/2022,Tehran,PEUGEOT PARS LX TU5,1399,سفید,22000,سالم و بی خط و خش,سالم,سالم و پلمپ,5,دنده ای,gasoline,315000000
206,3/19/2022,Tehran,PEUGEOT 206 Type 2,1395,سفید,100000,سالم و بی خط و خش,سالم,سالم و پلمپ,8,دنده ای,gasoline,200000000
207,3/5/2022,Tehran,PEUGEOT 206 SD V8,1394,سفید,160000,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,gasoline,235000000
208,3/5/2022,Tehran,PEUGEOT PARS SAL,1399,سفید,32000,سالم و بی خط و خش,سالم,سالم و پلمپ,7,دنده ای,gasoline,260000000
209,3/12/2022,Tehran,PEUGEOT ROA GAS,1387,نقره ای,105000,خط و خش جزیی,سالم,سالم و پلمپ,1,دنده ای,gasoline,69000000
210,3/29/2022,Tehran,PEUGEOT 405 GLX CNG,1395,خاکستری,190000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,12,دنده ای,CNG,180000000
211,4/2/2022,Tehran,PEUGEOT 207i AUTOMATIC,1390,سفید,168000,خط و خش جزیی,سالم,سالم و پلمپ,10,اتوماتیک,gasoline,270000000
212,3/30/2022,Tehran,PEUGEOT RD CNG,1383,یشمی,350000,دوررنگ,سالم,سالم و پلمپ,12,دنده ای,CNG,47000000
213,3/12/2022,Tehran,PEUGEOT PARS SADE,1400,سفید,0,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,279000000
214,3/5/2022,Tehran,PEUGEOT 206 Type 2,1400,سفید,0,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,270000000
215,3/30/2022,Tehran,PEUGEOT PARS LX TU5,1398,سفید,27500,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,gasoline,294000000
216,3/19/2022,Tehran,PEUGEOT PARS SADE,1389,نقره ای,160000,رنگ شدگی در ۳ ناحیه,سالم,سالم و پلمپ,1,دنده ای,gasoline,145000000
217,3/29/2022,Tehran,PEUGEOT 405 GLX GAS,1397,خاکستری,94000,خط و خش جزیی,سالم,سالم و پلمپ,11,دنده ای,gasoline,200000000
218,3/26/2022,Tehran,PEUGEOT PARS SADE,1393,سفید,181000,خط و خش جزیی,سالم,سالم و پلمپ,5,دنده ای,gasoline,194000000
219,3/26/2022,Tehran,PEUGEOT 206 SD V8,1393,سفید,139000,رنگ شدگی در ۲ ناحیه,سالم,سالم و پلمپ,2,دنده ای,gasoline,195000000
220,3/5/2022,Tehran,PEUGEOT 206 Type 5,1396,خاکستری,76000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,9,دنده ای,gasoline,249000000
221,3/26/2022,Tehran,PEUGEOT 405 SLX GAS,1389,نقره ای,290000,خط و خش جزیی,سالم,سالم و پلمپ,2,دنده ای,gasoline,127000000
222,3/5/2022,Tehran,PEUGEOT ROA HYBRID,1387,زرد,500000,خط و خش جزیی,سالم,سالم و پلمپ,2,دنده ای,hybrid,77000000
223,3/12/2022,Tehran,PEUGEOT 206 Type 5,1396,سفید,48000,رنگ شدگی در ۲ ناحیه,سالم,سالم و پلمپ,6,دنده ای,gasoline,227000000
224,3/5/2022,Tehran,PEUGEOT 405 GLX GAS,1392,خاکستری,25000,سالم و بی خط و خش,سالم,سالم و پلمپ,2,دنده ای,gasoline,196000000
225,3/26/2022,Tehran,PEUGEOT 405 GLX TU5 HYBRID,1390,سبز,400000,خط و خش جزیی,سالم,سالم و پلمپ,6,دنده ای,hybrid,130000000
226,3/12/2022,Tehran,PEUGEOT PARS ELX XUM,1392,سفید,200000,خط و خش جزیی,سالم,سالم و پلمپ,6,دنده ای,gasoline,200000000
227,3/12/2022,Tehran,PEUGEOT 405 GL GAS,1396,نوک مدادی,54000,رنگ شدگی در ۲ ناحیه,سالم,سالم و پلمپ,11,دنده ای,gasoline,190000000
228,3/12/2022,Tehran,PEUGEOT 206 Type 5,1398,سفید,37000,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,gasoline,285000000
229,3/12/2022,Tehran,PEUGEOT 405 GL CNG,1385,نقره ای,455000,سالم و بی خط و خش,سالم,سالم و پلمپ,7,دنده ای,CNG,90000000
230,3/30/2022,Tehran,PEUGEOT 405 GLX CNG,1390,زرد,424321,خط و خش جزیی,سالم,سالم و پلمپ,12,دنده ای,CNG,115000000
231,3/12/2022,Tehran,PEUGEOT 405 GLX CNG,1399,نوک مدادی,39000,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,CNG,230000000
232,3/5/2022,Tehran,PEUGEOT 206 Type 2,1400,سفید,2500,سالم و بی خط و خش,سالم,سالم و پلمپ,1,دنده ای,gasoline,262000000
233,3/5/2022,Tehran,PEUGEOT 206 SD V8,1392,سفید,237000,خط و خش جزیی,سالم,سالم و پلمپ,5,دنده ای,gasoline,191000000
234,3/12/2022,Tehran,PEUGEOT PARS AUTOMATIC TU5,1398,سفید,17000,سالم و بی خط و خش,سالم,سالم و پلمپ,11,اتوماتیک,gasoline,345000000
235,3/28/2022,Tehran,PEUGEOT 206 SD V8,1394,ذغالی,103000,خط و خش جزیی,سالم,سالم و پلمپ,6,دنده ای,gasoline,235000000
236,3/19/2022,Tehran,PEUGEOT 206 SD V8,1398,سفید,40000,سالم و بی خط و خش,سالم,سالم و پلمپ,4,دنده ای,gasoline,276000000
237,3/19/2022,Tehran,PEUGEOT 206 Type 5,1390,آلبالویی,154000,خط و خش جزیی,سالم,سالم و پلمپ,7,دنده ای,gasoline,182000000
238,3/12/2022,Tehran,PEUGEOT 206 Type 5,1394,نقره ای,168000,خط و خش جزیی,سالم,سالم و پلمپ,12,دنده ای,gasoline,220000000
239,3/26/2022,Tehran,PEUGEOT PARS SAL,1398,سفید,0,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,271000000
240,3/12/2022,Tehran,PEUGEOT 405 GLX GAS,1396,نقره ای,106000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,11,دنده ای,gasoline,184000000
241,3/30/2022,Tehran,PEUGEOT PARS AUTOMATIC TU5,1390,سفید,198000,رنگ شدگی در ۲ ناحیه,سالم,سالم و پلمپ,11,اتوماتیک,gasoline,220000000
242,3/26/2022,Tehran,PEUGEOT 405 GLX GAS,1397,نوک مدادی,15000,سالم و بی خط و خش,سالم,سالم و پلمپ,5,دنده ای,gasoline,235000000
243,3/29/2022,Tehran,PEUGEOT 405 GLX GAS,1398,خاکستری,12000,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,gasoline,244000000
244,3/27/2022,Tehran,PEUGEOT 206 Type 2,1399,سفید,57000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,3,دنده ای,gasoline,233000000
245,3/19/2022,Tehran,PEUGEOT 206 Type 5,1395,سفید,107000,خط و خش جزیی,سالم,سالم و پلمپ,11,دنده ای,gasoline,225000000
246,3/26/2022,Tehran,PEUGEOT 206 SD V8,1396,خاکستری,65000,رنگ شدگی در ۳ ناحیه,سالم,سالم و پلمپ,3,دنده ای,gasoline,222000000
247,3/30/2022,Tehran,PEUGEOT 405 GLX CNG,1386,نقره ای,255000,تمام رنگ,سالم,سالم و پلمپ,6,دنده ای,CNG,93000000
248,3/12/2022,Tehran,PEUGEOT 206 SD V8,1394,سفید,140000,صافکاری بی رنگ، در ۳ ناحیه,نیاز به تعمیر,سالم و پلمپ,3,دنده ای,gasoline,205000000
249,3/12/2022,Tehran,PEUGEOT 206 Type 2,1399,سفید,9000,سالم و بی خط و خش,سالم,سالم و پلمپ,8,دنده ای,gasoline,250000000
250,3/5/2022,Tehran,PEUGEOT 206 Type 5,1394,سفید,156000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,7,دنده ای,gasoline,210000000
251,3/12/2022,Tehran,PEUGEOT 206 Type 5,1395,سفید,137000,رنگ شدگی در ۲ ناحیه,سالم,سالم و پلمپ,1,دنده ای,gasoline,200000000
252,3/12/2022,Tehran,PEUGEOT 405 GLX CNG,1397,نقره ای,28018,سالم و بی خط و خش,سالم,سالم و پلمپ,3,دنده ای,CNG,231000000
253,3/12/2022,Tehran,PEUGEOT 405 GLX CNG,1393,خاکستری,198000,رنگ شدگی در ۲ ناحیه,سالم,سالم و پلمپ,4,دنده ای,CNG,150000000
254,3/19/2022,Tehran,PEUGEOT 405 GLX GAS,1394,خاکستری,195000,دوررنگ,سالم,سالم و پلمپ,12,دنده ای,gasoline,160000000
255,3/19/2022,Tehran,PEUGEOT 206 SD V2,1390,خاکستری,300000,دوررنگ,سالم,سالم و پلمپ,10,دنده ای,gasoline,160000000
256,3/28/2022,Tehran,PEUGEOT 206 Type 3,1399,سفید,35000,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,gasoline,248000000
257,3/12/2022,Tehran,PEUGEOT 405 GLX GAS,1392,خاکستری,158000,خط و خش جزیی,سالم,سالم و پلمپ,11,دنده ای,gasoline,145000000
258,3/19/2022,Tehran,PEUGEOT RD GAS,1379,عدسی,300000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,1,دنده ای,gasoline,39000000
259,3/12/2022,Tehran,PEUGEOT 405 GLX CNG,1398,خاکستری,24000,سالم و بی خط و خش,سالم,سالم و پلمپ,4,دنده ای,CNG,255000000
260,3/30/2022,Tehran,PEUGEOT 206 SD V8,1397,سفید,38000,سالم و بی خط و خش,سالم,سالم و پلمپ,11,دنده ای,gasoline,275000000
261,3/19/2022,Tehran,PEUGEOT PARS SAL,1399,مشکی,44000,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,gasoline,277000000
262,3/5/2022,Tehran,PEUGEOT PARS SADE,1392,سفید,207000,خط و خش جزیی,سالم,سالم و پلمپ,11,دنده ای,gasoline,188000000
263,3/26/2022,Tehran,PEUGEOT 206 SD V2,1391,سفید,267000,دوررنگ,سالم,سالم و پلمپ,12,دنده ای,gasoline,152000000
264,4/2/2022,Tehran,PEUGEOT 207i MANUAL,1399,مشکی,13500,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,gasoline,350000000
265,3/28/2022,Tehran,PEUGEOT RD GAS,1380,سفید صدفی,500000,خط و خش جزیی,سالم,سالم و پلمپ,8,دنده ای,gasoline,46000000
266,4/2/2022,Tehran,PEUGEOT 206 Type 2,1395,خاکستری,69000,خط و خش جزیی,سالم,سالم و پلمپ,12,دنده ای,gasoline,210000000
267,3/12/2022,Tehran,PEUGEOT 405 GLX GAS,1398,خاکستری,30000,سالم و بی خط و خش,سالم,سالم و پلمپ,10,دنده ای,gasoline,220000000
268,3/19/2022,Tehran,PEUGEOT 405 GLX CNG,1381,مشکی,333333,دوررنگ,سالم,سالم و پلمپ,6,دنده ای,CNG,69000000
269,3/19/2022,Tehran,PEUGEOT 405 GL CNG,1386,نقره ای,1,دوررنگ,سالم,سالم و پلمپ,5,دنده ای,CNG,105000000
270,3/19/2022,Tehran,PEUGEOT 405 GLX CNG,1399,نقره ای,80000,سالم و بی خط و خش,سالم,سالم و پلمپ,8,دنده ای,CNG,252000000
271,3/19/2022,Tehran,PEUGEOT 206 Type 2,1390,سفید,130000,خط و خش جزیی,سالم,سالم و پلمپ,4,دنده ای,gasoline,159000000
272,3/12/2022,Tehran,PEUGEOT PARS HYBRID,1390,سفید,278000,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,hybrid,180000000
273,3/26/2022,Tehran,PEUGEOT 405 GLi CNG,1395,زرد,270000,رنگ شدگی در ۱ ناحیه,سالم,سالم و پلمپ,5,دنده ای,CNG,142000000
274,3/19/2022,Tehran,PEUGEOT 206 Type 5,1396,مشکی,100000,رنگ شدگی در ۲ ناحیه,سالم,سالم و پلمپ,3,دنده ای,gasoline,220000000
275,3/12/2022,Tehran,PEUGEOT 206 Type 2,1400,خاکستری,0,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,268000000
276,3/5/2022,Tehran,PEUGEOT 206 SD V8,1398,سفید صدفی,70000,سالم و بی خط و خش,سالم,سالم و پلمپ,4,دنده ای,gasoline,280000000
277,3/29/2022,Tehran,PEUGEOT 206 Type 5,1394,سفید,55000,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,gasoline,240000000
278,3/29/2022,Tehran,PEUGEOT 206 Type 5,1398,سفید,60000,سالم و بی خط و خش,سالم,سالم و پلمپ,11,دنده ای,gasoline,282000000
279,3/30/2022,Tehran,PEUGEOT 405 GLX GAS,1389,نقره ای,195000,رنگ شدگی در ۳ ناحیه,سالم,سالم و پلمپ,10,دنده ای,gasoline,105000000
280,3/5/2022,Tehran,PEUGEOT 206 Type 2,1400,سفید,0,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,270000000
281,3/12/2022,Tehran,PEUGEOT 206 SD V8,1399,مشکی,40000,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,gasoline,295000000
282,3/26/2022,Tehran,PEUGEOT 405 GLX CNG,1386,سبز,157000,سالم و بی خط و خش,سالم,سالم و پلمپ,12,دنده ای,CNG,120000000
283,3/12/2022,Tehran,PEUGEOT 405 GLX GAS,1395,خاکستری,99000,صافکاری بی رنگ، در ۱ ناحیه,سالم,سالم و پلمپ,1,دنده ای,gasoline,170000000
284,3/19/2022,Tehran,PEUGEOT 206 Type 5,1396,سفید,83000,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,gasoline,228000000
285,3/19/2022,Tehran,PEUGEOT 207i AUTOMATIC,1400,سفید صدفی,0,سالم و بی خط و خش,سالم,سالم و پلمپ,12,اتوماتیک,gasoline,490000000
286,3/12/2022,Tehran,PEUGEOT 206 Type 2,1399,خاکستری,24000,سالم و بی خط و خش,سالم,سالم و پلمپ,6,دنده ای,gasoline,245000000
287,3/12/2022,Tehran,PEUGEOT 206 Type 2,1398,سفید,63000,سالم و بی خط و خش,سالم,سالم و پلمپ,5,دنده ای,gasoline,224000000
288,3/19/2022,Tehran,PEUGEOT 206 SD V8,1395,خاکستری,142000,خط و خش جزیی,سالم,سالم و پلمپ,7,دنده ای,gasoline,238000000
289,3/26/2022,Tehran,PEUGEOT 207i AUTOMATIC,1398,مشکی,33000,سالم و بی خط و خش,سالم,سالم و پلمپ,10,اتوماتیک,gasoline,443000000
